grid_size,noise_std,num_uavs,num_ugvs,steps,map_publish_period,ugv_depth,reward_type,discount_factor,v_limit,step_of_ugv_path_used,suenaga_on,suenaga_discount_rate,suenaga_path_gene_depth,use_j_gradient_cbf,use_voronoi,d0,ugv_future_path_sigma,unom_gain,suenaga_gain,cbf_j_alpha,cbf_j_gamma,gp_sigma0,gp_max_basis,gp_delta,rbf_sigma,case1_count,case2_count,case3_count,final_total_crop,final_J
50,0.5,3,2,400,0.5,8,3,0.95,25.0,6,False,0.95,5,True,True,5.0,5.0,2.0,2.0,1.0,3.0,0.4,100,0.05,2.0,100,2332,1177,439.0,1920.7148352124082
