run_idx,master_seed,scenario_id,grid_size,noise_std,num_uavs,num_ugvs,steps,ugv_depth,reward_type,discount_factor,cfg.use_cbf,cfg.waypoint_mode,cfg.nominal_mode,cfg.use_voronoi,cfg.use_common_map,cfg.common_map_mode,cfg.signal_mode,cfg.uav_waypoint_signal,cfg.d0,cfg.step_of_ugv_path_used,cfg.ugv_future_path_sigma,cfg.ugv_weight_eta,cfg.ring_d_star,cfg.ring_sigma,cfg.suenaga_rho,cfg.suenaga_depth,cfg.k_pp,cfg.k_ugv,cfg.v_limit,cfg.num_poly,cfg.control_period,cfg.cbf_j_alpha,cfg.cbf_j_gamma,cfg.ugv_move_period,gp_sigma0,gp_max_basis,gp_delta,rbf_sigma,case1_count,case2_count,case3_count,final_total_crop_union,final_true_crop_sum,final_J,init_uav_positions,init_ugv_positions,calibrator_threshold,calibrator_w,calibrator_b,calibrator_learned_threshold,calibrator_num_samples
5,1234,05_12_vis_train_20_not_collab,30,0.5,3,2,1800,7,6,0.95,True,miyashita,to_ugv_reachable_best_amb,True,False,direction,gp_logistic_prob,prob_ambiguity,5.0,7,5.0,0.3,8.0,4.0,0.95,5,1.0,1.0,5.0,8,0.1,0.01,6.0,10,0.1,150,0.05,2.0,149,2244,381,2084.043291014184,2084.043291014184,148.22262489696163,"[[21.401155654673445, 18.238592109813556], [9.514928671503434, 19.874267889310996], [11.558461699859457, 7.420134931511677]]","[[19.433792519183925, 16.398809643066116], [10.969067613048264, 12.708290015680431]]",4.0,1.7799244802917091,-6.570681499565864,3.6915507215727517,357
