run_idx,master_seed,scenario_id,grid_size,noise_std,num_uavs,num_ugvs,steps,ugv_depth,reward_type,discount_factor,cfg.use_cbf,cfg.waypoint_mode,cfg.nominal_mode,cfg.use_voronoi,cfg.use_common_map,cfg.common_map_mode,cfg.signal_mode,cfg.uav_waypoint_signal,cfg.d0,cfg.step_of_ugv_path_used,cfg.ugv_future_path_sigma,cfg.ugv_weight_eta,cfg.ring_d_star,cfg.ring_sigma,cfg.suenaga_rho,cfg.suenaga_depth,cfg.k_pp,cfg.k_ugv,cfg.v_limit,cfg.control_period,cfg.cbf_j_alpha,cfg.cbf_j_gamma,cfg.ugv_move_period,gp_sigma0,gp_max_basis,gp_delta,rbf_sigma,case1_count,case2_count,case3_count,final_total_crop_union,final_true_crop_sum,final_J,init_uav_positions,init_ugv_positions
0,1234,poster,30,0.5,3,2,100,8,6,0.95,True,miyashita,to_ugv_future_if_in_voronoi_else_waypoint,True,False,direction,gp_mean,gp_var,5.0,6,5.0,0.3,8.0,4.0,0.95,5,1.0,1.0,5.0,0.1,1.0,1.0,10,0.4,150,0.05,2.0,40,868,0,6.0,6.0,669.7453406146942,"[[22.586720384044586, 12.846463136470948], [14.875040708066882, 22.23878796963999], [9.06208939070392, 10.041580631146186]]","[[20.16201410212111, 15.752201962387677], [9.547041168284638, 14.693406797291143]]"
